,0
654,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y158_0_4234.jpg
657,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y158_0_5742.jpg
660,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y158_0_6807.jpg
663,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y158_0_6898.jpg
666,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y158_0_7561.jpg
669,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y158_0_9871.jpg
672,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y159_0_2278.jpg
675,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y159_0_3561.jpg
678,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y159_0_4669.jpg
681,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y159_0_7926.jpg
684,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y159_0_9631.jpg
687,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y159_0_9690.jpg
690,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y159_0_9715.jpg
693,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y15_0_1343.jpg
696,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y15_0_3198.jpg
699,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y15_0_4805.jpg
702,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y15_0_537.jpg
705,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y15_0_619.jpg
708,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y15_0_679.jpg
711,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y15_0_6874.jpg
714,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y160_0_1020.jpg
717,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y160_0_1801.jpg
720,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y160_0_4811.jpg
723,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y160_0_4860.jpg
726,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y160_0_748.jpg
729,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y160_0_7594.jpg
732,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y160_0_8727.jpg
735,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y161_0_347.jpg
738,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y161_0_3712.jpg
741,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y161_0_4244.jpg
744,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y161_0_4911.jpg
747,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y161_0_4997.jpg
750,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y161_0_7196.jpg
753,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y161_0_8048.jpg
756,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y162_0_1549.jpg
759,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y162_0_2048.jpg
762,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y162_0_4007.jpg
765,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y162_0_6083.jpg
768,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y162_0_654.jpg
771,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y162_0_6948.jpg
774,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y162_0_7799.jpg
777,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y163_0_1210.jpg
780,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y163_0_2402.jpg
783,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y163_0_4345.jpg
786,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y163_0_5081.jpg
789,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y163_0_6865.jpg
792,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y163_0_7579.jpg
795,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y163_0_8797.jpg
798,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y164_0_3528.jpg
801,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y164_0_7915.jpg
804,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y164_0_8059.jpg
807,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y164_0_9131.jpg
810,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y164_0_9493.jpg
813,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y164_0_9715.jpg
816,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y164_0_9820.jpg
819,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y165_0_1558.jpg
822,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y165_0_2482.jpg
825,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y165_0_3672.jpg
828,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y165_0_5659.jpg
831,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y165_0_6025.jpg
834,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y165_0_6310.jpg
837,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y165_0_8887.jpg
840,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y166_0_3344.jpg
843,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y166_0_3826.jpg
846,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y166_0_5243.jpg
849,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y166_0_7315.jpg
852,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y166_0_7659.jpg
855,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y166_0_8190.jpg
858,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y166_0_8344.jpg
861,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y167_0_3947.jpg
864,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y167_0_4459.jpg
867,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y167_0_5565.jpg
870,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y167_0_6072.jpg
873,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y167_0_7574.jpg
876,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y167_0_9563.jpg
879,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y167_0_9908.jpg
882,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y168_0_2343.jpg
885,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y168_0_2894.jpg
888,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y168_0_4216.jpg
891,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y168_0_5096.jpg
894,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y168_0_6746.jpg
897,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y168_0_8029.jpg
900,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y168_0_9517.jpg
903,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y169_0_2406.jpg
906,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y169_0_3472.jpg
909,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y169_0_45.jpg
912,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y169_0_5538.jpg
915,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y169_0_6289.jpg
918,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y169_0_7809.jpg
921,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y169_0_8103.jpg
924,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y16_0_1407.jpg
927,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y16_0_1462.jpg
930,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y16_0_2353.jpg
933,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y16_0_3750.jpg
936,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y16_0_4920.jpg
939,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y16_0_7281.jpg
942,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y16_0_9243.jpg
945,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y170_0_1357.jpg
948,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y170_0_1360.jpg
951,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y170_0_3141.jpg
954,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y170_0_6290.jpg
957,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y170_0_7182.jpg
960,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y170_0_7702.jpg
963,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y170_0_8494.jpg
966,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y17_0_220.jpg
969,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y17_0_4942.jpg
972,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y17_0_6148.jpg
975,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y17_0_6507.jpg
978,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y17_0_7567.jpg
981,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y17_0_8404.jpg
984,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y17_0_8410.jpg
987,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y180_0_2746.jpg
990,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y180_0_3689.jpg
993,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y180_0_4636.jpg
996,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y180_0_5086.jpg
999,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y180_0_8675.jpg
1002,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y180_0_8788.jpg
1005,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y180_0_8922.jpg
1008,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y181_0_221.jpg
1011,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y181_0_4107.jpg
1014,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y181_0_485.jpg
1017,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y181_0_6445.jpg
1020,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y181_0_6744.jpg
1023,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y181_0_8218.jpg
1026,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y181_0_9847.jpg
1029,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y182_0_4182.jpg
1032,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y182_0_4595.jpg
1035,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y182_0_5624.jpg
1038,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y182_0_5763.jpg
1041,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y182_0_9074.jpg
1044,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y182_0_9776.jpg
1047,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y182_0_9805.jpg
1050,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y183_0_3473.jpg
1053,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y183_0_3643.jpg
1056,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y183_0_403.jpg
1059,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y183_0_6050.jpg
1062,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y183_0_6310.jpg
1065,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y183_0_732.jpg
1068,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y183_0_7571.jpg
1071,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y184_0_1372.jpg
1074,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y184_0_3385.jpg
1077,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y184_0_4749.jpg
1080,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y184_0_5167.jpg
1083,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y184_0_6424.jpg
1086,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y184_0_8567.jpg
1089,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y184_0_8832.jpg
1092,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y185_0_3845.jpg
1095,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y185_0_5815.jpg
1098,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y185_0_6761.jpg
1101,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y185_0_6989.jpg
1104,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y185_0_7460.jpg
1107,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y185_0_7986.jpg
1110,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y185_0_8722.jpg
1113,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y186_0_1813.jpg
1116,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y186_0_4830.jpg
1119,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y186_0_5799.jpg
1122,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y186_0_6414.jpg
1125,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y186_0_7619.jpg
1128,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y186_0_7872.jpg
1131,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y186_0_9826.jpg
1134,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y187_0_3678.jpg
1137,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y187_0_5588.jpg
1140,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y187_0_6012.jpg
1143,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y187_0_7217.jpg
1146,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y187_0_8303.jpg
1149,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y187_0_8901.jpg
1152,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y187_0_9575.jpg
1155,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y188_0_1154.jpg
1158,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y188_0_1770.jpg
1161,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y188_0_2219.jpg
1164,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y188_0_5294.jpg
1167,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y188_0_802.jpg
1170,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y188_0_8435.jpg
1173,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y188_0_9113.jpg
1176,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y18_0_1163.jpg
1179,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y18_0_5314.jpg
1182,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y18_0_5638.jpg
1185,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y18_0_6309.jpg
1188,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y18_0_7640.jpg
1191,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y18_0_9706.jpg
1194,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y18_0_9819.jpg
1197,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y192_0_1159.jpg
1200,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y192_0_1311.jpg
1203,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y192_0_4461.jpg
1206,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y192_0_472.jpg
1209,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y192_0_554.jpg
1212,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y192_0_6606.jpg
1215,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y192_0_7521.jpg
1218,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y193_0_1653.jpg
1221,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y193_0_2385.jpg
1224,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y193_0_4495.jpg
1227,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y193_0_5364.jpg
1230,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y193_0_6643.jpg
1233,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y193_0_841.jpg
1236,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y193_0_868.jpg
1239,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y194_0_2616.jpg
1242,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y194_0_2746.jpg
1245,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y194_0_2965.jpg
1248,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y194_0_6315.jpg
1251,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y194_0_7369.jpg
1254,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y194_0_7450.jpg
1257,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y194_0_8006.jpg
1260,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y195_0_1949.jpg
1263,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y195_0_2101.jpg
1266,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y195_0_317.jpg
1269,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y195_0_3945.jpg
1272,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y195_0_4764.jpg
1275,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y195_0_661.jpg
1278,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y195_0_8063.jpg
1281,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y19_0_1106.jpg
1284,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y19_0_2488.jpg
1287,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y19_0_4296.jpg
1290,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y19_0_4531.jpg
1293,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y19_0_4561.jpg
1296,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y19_0_7230.jpg
1299,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y19_0_9812.jpg
1302,https://raw.githubusercontent.com/Moorehe2/Brain-Tumor-Detection/master/augmented%20data/yes/aug_Y1_0_2900.jpg
